advisor,advisor_churn,advisor_churn_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
5593,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,5,2,4582539752,15,422400,1,47,196248,92,2,719,20,T,Tavares
5594,0,no_advisor_churn,1,1,1,0,0,bank,1,va,0,1,18452847,12,3451960,1,26,219011,92,5,791,24,X,Xavier
5595,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,1,704803920,12,26954,2,34,52733,93,3,776,14,N,Noth
5596,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,3,74594001,18,3306851,2,78,69855,74,5,675,14,N,Noth
5597,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,0,6,328059830,9,4162,2,24,252293,51,3,793,13,M,Mambwe
5598,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,5,0,83322448,14,4322966,1,48,134543,95,4,766,20,T,Tavares
5599,0,no_advisor_churn,1,1,1,1,0,bank,1,va,5,1,93923985,14,185549,2,21,213413,99,3,702,22,V,Vasquez
5600,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,7,4,85313842,11,4826328,1,42,291664,98,0,792,1,A,Abbott
5601,0,no_advisor_churn,0,0,1,0,0,bank,1,va,5,1,30246281,12,51505,3,51,73222,90,4,829,21,U,Underwood
5602,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,7,411474744,16,240161,1,35,128826,87,3,702,6,F,Funderburk
5603,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,3,0,453001669,18,1063913,2,48,239742,71,3,797,20,T,Tavares
5604,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,0,4,76212658,14,8430,1,43,248401,57,4,847,9,I,Ingrid
5605,0,no_advisor_churn,0,0,1,0,0,bank,1,va,3,3,26185287,22,349676,2,48, ,100,5,790,15,O,Ojj
5606,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,4,3,77597745,16,470835,2,20,244050,95,0,800,24,X,Xavier
5607,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,3,318500235,13,25845,1,56,238800,78,4,764,4,D,Devon
5608,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,0,479357241,13,413123,1,35,497452,82,1,726,21,U,Underwood
5609,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,4,2,84172842,23,477503,3,37,242397,93,0,840,20,T,Tavares
5610,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,4,909455460,7,4481284,2,56, ,72,3,774,8,H,Hassan
5611,0,no_advisor_churn,0,0,1,0,0,bank,1,va,7,3,476591815,8,372313,2,38,185265,96,5,723,1,A,Abbott
5612,0,no_advisor_churn,0,1,1,1,2,ria,1,va,1,1,645695179,12,4685228,3,31,271387,60,3,753,15,O,Ojj
5613,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,3,3,901399982,9,2870082,3,46,115716,94,1,839,21,U,Underwood
5614,0,no_advisor_churn,1,0,1,1,0,bank,1,va,0,2,983867388,15,2251115,2,53, ,94,3,760,24,X,Xavier
5615,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,2,845204233,23,51402,1,23,278391,62,2,791,2,B,Bost
5616,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,5,4306399752,24,115203,1,39,157879,81,5,716,21,U,Underwood
5617,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,0,742857485,15,458696,2,31,286764,97,2,751,2,B,Bost
5618,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,4,1,2268360570,12,73559,3,47,252124,96,2,750,18,R,Rodriguez
5619,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,4,3,1374305634,8,413188,1,43,231463,82,3,712,9,I,Ingrid
5620,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,4,0,987452810,18,1329055,2,22, ,91,3,829,13,M,Mambwe
5621,0,no_advisor_churn,0,1,1,0,2,ria,1,va,7,7,963371731,17,88802,1,33, ,83,4,562,20,T,Tavares
5622,0,no_advisor_churn,0,0,0,1,0,bank,0,fixed,6,1,2966528455,21,70647,10,24,58325,96,4,775,18,R,Rodriguez
5623,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,2,272688396,20,526838,2,19,70209,55,4,710,3,C,Chatterji
5624,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,0,3531428877,14,3190736,1,30,226368,83,4,757,7,G,Griegio
5625,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,4,603552663,7,34212,3,51,66410,98,4,621,2,B,Bost
5626,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,6,264013821,24,3220081,3,56,283774,96,2,831,10,J,Jasper
5627,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,2,5,913315151,14,13216,2,20,115947,93,5,780,11,K,Kanumba
5628,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,1,2938282656,8,3202709,1,39,186828,96,5,655,20,T,Tavares
5629,0,no_advisor_churn,0,0,0,1,0,bank,1,va,1,2,74264713,13,4266259,1,57, ,100,5,683,21,U,Underwood
5630,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,5,0,3868107880,11,2180683,2,66,72056,99,3,762,13,M,Mambwe
5631,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,4,52122401,17,1499019,3,34,380099,98,3,711,21,U,Underwood
5632,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,3,3,4758531920,16,288191,3,35,381563,56,3,741,5,E,English
5633,0,no_advisor_churn,1,1,1,0,0,bank,1,va,4,5,865018752,13,440847,3,49,141658,89,5,617,14,N,Noth
5634,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,7,0,426763821,23,299083,2,25,336635,85,0,726,9,I,Ingrid
5635,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,2,915290218,34,2562611,1,65,410111,53,5,628,12,L,Lula
5636,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,1,48969323,10,326744,2,36,195739,77,5,660,9,I,Ingrid
5637,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,6,4,830861876,7,266286,1,31,485396,88,5,832,16,P,Patel
5638,0,no_advisor_churn,1,1,1,1,2,ria,1,va,3,4,883449056,13,4668509,1,21,406461,88,4,669,3,C,Chatterji
5639,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,3,0,822440522,8,1226508,1,34,357099,66,3,673,11,K,Kanumba
5640,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,7,2,3519604137,9,2950794,1,28, ,90,2,828,23,W,Werner
5641,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,0,1,644231614,19,1664210,3,27, ,89,1,749,15,O,Ojj
5642,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,5,3,75781717,19,950259,3,44,194204,63,1,736,8,H,Hassan
5643,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,5,121838345,17,4145398,3,36,266584,83,5,727,19,S,Szu
5644,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,7,385845980,11,360522,2,49,119451,100,5,799,8,H,Hassan
5645,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,2,2,916626011,10,1047614,3,90,84780,100,3,739,24,X,Xavier
5646,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,4,84711601,7,892984,3,41,129273,51,3,708,24,X,Xavier
5647,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,3,1,350440681,9,439041,3,42,282578,56,2,843,9,I,Ingrid
5648,0,no_advisor_churn,0,0,1,1,0,bank,1,va,7,2,852216977,11,3124483,2,56,79670,58,3,657,20,T,Tavares
5649,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,1,4242785173,16,3576412,3,36,127169,66,3,721,9,I,Ingrid
5650,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,4,245278688,7,1223765,1,53,129697,45,4,755,12,L,Lula
5651,0,no_advisor_churn,0,1,1,1,0,bank,1,va,3,0,810942047,11,4940862,1,78,178973,87,1,751,5,E,English
5652,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,6,37940076,11,134315,1,43,240056,95,3,730,23,W,Werner
5653,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,2,454005736,12,1189852,2,36, ,96,5,632,14,N,Noth
5654,0,no_advisor_churn,1,1,0,0,0,bank,1,va,3,3,1005739095,17,4548779,3,25,220885,93,3,703,7,G,Griegio
5655,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,5,56645318,16,91996,3,39,379490,92,5,798,6,F,Funderburk
5656,0,no_advisor_churn,0,0,1,0,0,bank,0,fixed,6,1,79681440,10,2562975,5,48, ,86,5,800,1,A,Abbott
5657,0,no_advisor_churn,0,1,1,1,0,bank,1,va,7,4,713188501,14,4237324,2,67,64069,91,1,691,1,A,Abbott
5658,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,3,1962780198,8,346939,2,81,458058,65,5,740,12,L,Lula
5659,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,5,3,3740849833,18,410098,1,57,155526,92,5,719,12,L,Lula
5660,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,0,527489927,15,4451522,2,20,171398,84,2,762,7,G,Griegio
5661,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,6,1,670985249,25,289090,1,65,57217,80,2,708,20,T,Tavares
5662,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,3,215131769,13,153287,1,37,472829,64,4,767,14,N,Noth
5663,0,no_advisor_churn,0,1,0,1,0,bank,1,va,5,4,66218400,8,4775550,1,48,120056,96,2,774,23,W,Werner
5664,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,3,915520079,11,91025,1,39,299625,88,5,736,17,Q,Quigley
5665,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,4,344110087,16,819962,1,20,65696,65,1,766,25,Y,Yang
5666,0,no_advisor_churn,0,1,1,0,0,bank,1,va,7,1,330324043,7,3508480,3,57,200597,92,2,618,1,A,Abbott
5667,0,no_advisor_churn,1,0,1,1,2,ria,1,va,5,6,138462161,15,3232747,1,46, ,68,4,730,24,X,Xavier
5668,0,no_advisor_churn,0,1,1,0,2,ria,1,va,3,4,735106592,21,61674,1,27,115148,99,3,801,21,U,Underwood
5669,0,no_advisor_churn,0,1,1,1,0,bank,1,va,1,4,62664887,9,4782560,3,29, ,88,0,723,13,M,Mambwe
5670,0,no_advisor_churn,1,0,1,0,0,bank,1,va,3,7,99388296,3,73806,3,47,172428,98,2,785,8,H,Hassan
5671,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,7,77569785,23,448201,1,36,170661,90,3,763,7,G,Griegio
5672,0,no_advisor_churn,0,0,1,1,0,bank,1,va,2,2,719225692,10,301758,1,69,99271,84,5,756,16,P,Patel
5673,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,1,316037937,9,2968140,2,64,116540,68,4,672,20,T,Tavares
5674,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,4,215523507,9,3610418,3,42,192954,70,5,832,19,S,Szu
5675,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,2,3759872252,14,520929,2,42,215203,97,4,773,3,C,Chatterji
5676,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,5,7,907504082,24,380369,3,82,289113,91,5,786,17,Q,Quigley
5677,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,1,720601024,18,44632,3,27,73277,66,4,730,8,H,Hassan
5678,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,3,814400009,17,4670431,2,34, ,97,1,708,10,J,Jasper
5679,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,2,4,675829832,13,1125483,3,30,188153,93,1,765,8,H,Hassan
5680,0,no_advisor_churn,1,1,1,1,0,bank,1,va,4,2,187637903,17,3912418,1,39,227534,99,1,757,20,T,Tavares
5681,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,4,4761297446,9,4989040,3,32,299970,84,3,769,16,P,Patel
5682,0,no_advisor_churn,0,1,0,0,0,bank,1,va,3,6,689665242,7,4662621,1,20,361640,84,4,850,6,F,Funderburk
5683,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,2,0,93751229,15,37061,1,44,177957,84,5,623,10,J,Jasper
5684,0,no_advisor_churn,0,1,0,0,0,bank,0,fixed,6,1,11199261,4,10970,4,20,154349,87,0,723,23,W,Werner
5685,0,no_advisor_churn,1,1,0,0,0,bank,1,va,1,4,842176152,7,87523,1,53,284080,100,4,792,20,T,Tavares
5686,0,no_advisor_churn,1,1,0,0,2,ria,1,va,4,0,416731675,23,3143399,2,26,169179,95,5,763,14,N,Noth
5687,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,6,2,55978263,16,4119176,3,60,198572,88,3,741,25,Y,Yang
5688,0,no_advisor_churn,0,0,0,1,0,bank,1,va,2,6,789442438,15,1898133,1,32,150140,83,2,706,2,B,Bost
5689,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,7,2,3849992623,12,4208700,2,77,213246,61,3,813,16,P,Patel
5690,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,3,1,179834917,12,225577,3,46, ,79,1,701,23,W,Werner
5691,0,no_advisor_churn,1,0,0,0,0,bank,0,fixed,2,2,555002305,18,682260,4,29,66806,92,4,760,5,E,English
5692,0,no_advisor_churn,1,0,1,0,0,bank,1,va,1,2,60264909,9,436624,2,21,284925,57,4,824,10,J,Jasper
5693,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,5,2774481669,16,1720001,3,29,193844,100,5,663,4,D,Devon
5694,0,no_advisor_churn,0,1,0,0,0,bank,1,va,5,3,870904831,17,3394596,3,44,177679,71,3,619,19,S,Szu
5695,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,1,975318940,10,3703290,1,53,207865,76,4,757,1,A,Abbott
5696,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,4,7,552935275,14,4419448,2,44,76465,58,5,772,3,C,Chatterji
5697,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,3,1,963559047,20,3744835,3,27,420397,53,4,769,11,K,Kanumba
5698,0,no_advisor_churn,1,1,1,0,1,wirehouse,0,fixed,7,0,565785872,8,203095,5,34,107630,59,5,806,23,W,Werner
5699,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,0,1237179232,8,2492747,1,46,277967,79,3,810,1,A,Abbott
5700,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,6,1,241626585,14,294675,2,24,63226,62,1,740,25,Y,Yang
5701,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,3,692615428,15,4930762,2,33,168351,69,4,740,15,O,Ojj
5702,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,4,4,4738422107,16,454727,3,50,198917,98,5,750,13,M,Mambwe
5703,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,5,5,913869913,11,4772400,2,28,491104,91,4,765,8,H,Hassan
5704,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,7,1,748448985,13,4913495,2,25,115320,98,1,714,14,N,Noth
5705,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,3,211822253,13,34676,3,29,257979,97,5,672,8,H,Hassan
5706,0,no_advisor_churn,0,0,0,0,0,bank,1,va,4,2,677019709,21,55744,3,28,194270,87,1,731,16,P,Patel
5707,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,2,7,944945381,16,623233,3,48,188234,84,5,651,9,I,Ingrid
5708,0,no_advisor_churn,0,0,0,0,0,bank,1,va,3,1,215373622,18,1482478,1,36,227838,88,2,746,17,Q,Quigley
5709,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,3,2455699856,15,38750,2,21,127922,52,1,712,4,D,Devon
5710,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,5,3,867086464,17,675253,3,20,262518,91,3,809,9,I,Ingrid
5711,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,5,339364306,7,310301,3,75,240623,81,4,819,13,M,Mambwe
5712,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,3,2,89670148,14,610467,2,20,128901,95,2,809,12,L,Lula
5713,0,no_advisor_churn,0,1,1,0,0,bank,1,va,0,0,72031572,11,498506,1,24,229205,69,1,738,17,Q,Quigley
5714,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,3,6,3750853614,18,3314731,3,28,389479,85,5,777,7,G,Griegio
5715,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,7,20607099,15,794550,1,38,283247,97,3,810,7,G,Griegio
5716,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,5,0,984153374,16,1388489,2,61,205012,70,4,799,19,S,Szu
5717,0,no_advisor_churn,1,0,0,0,0,bank,1,va,3,6,3624600757,22,1768838,3,29,76811,75,3,704,2,B,Bost
5718,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,2,27715099,11,335095,2,36,492440,81,5,697,21,U,Underwood
5719,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,3,2,794419682,19,49762,2,58,118884,95,0,738,5,E,English
5720,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,5,61282714,9,4374284,3,30,405092,90,3,797,13,M,Mambwe
5721,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,5,5,3053685117,18,166011,3,20,78013,52,5,733,22,V,Vasquez
5722,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,0,19095734,12,9084,3,47, ,63,3,753,17,Q,Quigley
5723,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,7,6,647676777,11,1035559,1,36, ,82,4,823,19,S,Szu
5724,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,2,801495230,19,415818,3,27,51584,85,2,767,25,Y,Yang
5725,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,3,2443299196,11,1947573,2,49,355181,28,3,717,1,A,Abbott
5726,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,4,2802168665,16,2253393,2,36,71181,31,1,786,6,F,Funderburk
5727,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,1,5,464404510,14,4299991,2,44,72725,64,1,726,22,V,Vasquez
5728,0,no_advisor_churn,1,0,0,1,0,bank,1,va,1,3,769575321,20,163511,1,83,149485,92,4,762,5,E,English
5729,0,no_advisor_churn,0,1,0,0,0,bank,1,va,2,6,163855235,7,339814,2,33,164615,68,1,748,5,E,English
5730,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,4,65414929,14,2657381,1,83,107680,100,4,727,6,F,Funderburk
5731,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,6,0,2058945037,13,717052,2,50, ,54,3,723,5,E,English
5732,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,1,590896064,6,4162070,3,19,184360,64,3,832,9,I,Ingrid
5733,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,7,0,566547296,14,259190,2,82, ,42,1,745,18,R,Rodriguez
5734,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,2,2913890899,15,81641,2,39, ,62,3,659,21,U,Underwood
5735,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,6,1,2316735022,14,3762425,3,40,154073,98,4,710,14,N,Noth
5736,0,no_advisor_churn,1,1,0,1,0,bank,1,va,4,3,288527905,23,365285,2,43,219731,93,0,832,4,D,Devon
5737,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,4,5,967687065,19,2793712,1,62, ,94,2,780,18,R,Rodriguez
5738,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,6,6,968619764,24,880036,1,37,226088,95,5,719,1,A,Abbott
5739,0,no_advisor_churn,1,1,0,1,0,bank,1,va,4,0,4204470671,12,263410,2,56,82553,79,4,737,20,T,Tavares
5740,0,no_advisor_churn,1,1,0,0,2,ria,1,va,2,0,550928213,17,3606385,2,25,75883,75,3,846,5,E,English
5741,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,2,2,493036624,10,465621,2,51,157855,87,4,848,8,H,Hassan
5742,0,no_advisor_churn,1,0,1,0,0,bank,1,va,3,3,653728843,13,2299194,2,28,104833,61,3,713,7,G,Griegio
5743,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,3,47424850,9,300170,3,50,86939,81,5,824,16,P,Patel
5744,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,4,1698847019,15,231578,3,65,286183,90,5,722,13,M,Mambwe
5745,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,4,83532513,18,372960,1,47,149815,81,4,654,21,U,Underwood
5746,0,no_advisor_churn,1,0,1,1,0,bank,1,va,0,2,984844403,15,2157582,3,61,262608,76,3,790,14,N,Noth
5747,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,3,3946791934,18,1679453,2,34,209585,76,4,756,13,M,Mambwe
5748,0,no_advisor_churn,0,1,0,0,0,bank,1,va,1,6,81941808,2,484342,3,19,486861,96,5,709,24,X,Xavier
5749,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,0,81565091,12,196735,1,43,127045,100,4,771,7,G,Griegio
5750,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,2,847760921,8,1180423,2,56,73466,64,4,784,17,Q,Quigley
5751,0,no_advisor_churn,0,1,0,1,0,bank,1,va,6,2,65735875,42,721986,2,54, ,88,4,848,4,D,Devon
5752,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,7,668016264,15,432428,1,33,118734,84,2,800,10,J,Jasper
5753,0,no_advisor_churn,0,0,1,0,0,bank,1,va,0,1,716237936,30,1522601,2,30,283599,98,3,706,25,Y,Yang
5754,0,no_advisor_churn,1,1,0,0,0,bank,1,va,4,4,66799899,15,497120,2,20,83946,90,4,693,5,E,English
5755,0,no_advisor_churn,0,1,1,0,0,bank,1,va,6,6,201980685,15,1956744,3,36,292444,91,5,716,8,H,Hassan
5756,0,no_advisor_churn,0,0,1,1,0,bank,1,va,2,6,435925336,15,4967422,1,48,424584,82,4,832,2,B,Bost
5757,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,1,766113902,28,409120,1,45,362265,61,2,787,22,V,Vasquez
5758,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,4,0,3773583210,20,3571480,1,20, ,99,1,634,1,A,Abbott
5759,0,no_advisor_churn,0,0,1,1,0,bank,1,va,4,0,13630167,15,11053,2,22, ,73,3,716,9,I,Ingrid
5760,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,1,0,286183946,16,92675,1,63,206262,59,5,826,18,R,Rodriguez
5761,0,no_advisor_churn,1,1,0,0,0,bank,1,va,3,5,752580148,15,836531,1,52,275644,86,4,766,13,M,Mambwe
5762,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,5,3,4330989522,7,460946,1,43,278456,58,2,715,2,B,Bost
5763,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,0,904363083,2,2970743,1,41, ,92,3,660,5,E,English
5764,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,3,7,679821503,15,1056704,1,39,103418,79,4,755,23,W,Werner
5765,0,no_advisor_churn,1,1,0,1,0,bank,1,va,3,7,822880973,9,3272687,3,31,111117,55,3,668,24,X,Xavier
5766,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,4,1846838005,18,78616,2,58,54678,65,4,732,11,K,Kanumba
5767,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,5,2745181304,10,4176359,2,58,278683,90,5,651,21,U,Underwood
5768,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,0,354740140,26,2079346,1,35,337631,82,5,758,7,G,Griegio
5769,0,no_advisor_churn,1,1,1,1,0,bank,1,va,6,4,52870383,15,2474181,1,56,96257,61,5,755,9,I,Ingrid
5770,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,6,4,829664867,8,3587899,1,55,430686,91,5,710,12,L,Lula
5771,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,1,4,117234887,15,1840845,2,20, ,71,3,708,22,V,Vasquez
5772,0,no_advisor_churn,0,1,0,0,0,bank,1,va,5,7,546641922,15,4587575,1,24,140798,82,4,819,7,G,Griegio
5773,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,3,3,978237102,8,86335,1,66,244336,82,5,520,17,Q,Quigley
5774,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,0,87631293,13,119520,2,21,228687,82,5,825,4,D,Devon
5775,0,no_advisor_churn,1,0,1,0,2,ria,1,va,4,2,159605706,7,175797,3,26,145678,94,3,776,4,D,Devon
5776,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,3,38407427,81,2321056,1,39,281359,84,5,655,5,E,English
5777,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,1,2,4763847235,19,37366,2,39,107593,95,3,772,3,C,Chatterji
5778,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,3,2,793039091,17,285352,1,38,96677,82,3,766,3,C,Chatterji
5779,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,3,593323215,31,233378,2,44,342422,94,2,738,14,N,Noth
5780,0,no_advisor_churn,0,0,1,1,1,wirehouse,0,fixed,0,0,164986016,18,381876,4,38,136625,100,5,765,6,F,Funderburk
5781,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,5,2,217950294,18,588100,3,28, ,81,4,791,21,U,Underwood
5782,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,0,4,905730516,13,2791279,1,37,282904,98,4,639,14,N,Noth
5783,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,5,2,55747580,50,249154,2,22, ,94,5,777,9,I,Ingrid
5784,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,3,73140174,1,434120,3,34,182735,97,5,768,13,M,Mambwe
5785,0,no_advisor_churn,1,0,1,1,0,bank,1,va,2,5,826351659,10,4262400,1,50,280488,80,1,785,4,D,Devon
5786,0,no_advisor_churn,0,0,1,0,0,bank,0,fixed,1,2,681359018,2,110391,4,46,462730,54,2,683,19,S,Szu
5787,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,7,2,447527201,14,259573,1,41,216852,96,2,655,15,O,Ojj
5788,0,no_advisor_churn,0,1,0,0,0,bank,1,va,4,1,83527187,15,37670,3,45, ,56,1,743,1,A,Abbott
5789,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,2,1,655964614,7,240452,1,36,490206,85,5,744,25,Y,Yang
5790,0,no_advisor_churn,1,0,1,1,0,bank,0,fixed,7,7,59598884,9,859421,5,20, ,86,1,729,11,K,Kanumba
5791,0,no_advisor_churn,1,1,0,0,0,bank,1,va,3,4,92226164,22,332260,1,52,219481,100,5,654,15,O,Ojj
5792,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,4,4818529002,14,431449,3,58,268101,100,3,777,3,C,Chatterji
5793,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,3,21038416,13,2909633,1,35,299172,85,3,785,23,W,Werner
